Word_tag,Frequency
fatalism_SUBST,8
soul_VERB,1
insipidness_SUBST,1
frank_VERB,2
luddite_SUBST,3
hot-foot_ADV,1
cajole_SUBST,11
irony-clad_ADJ,1
spandau_SUBST,8
snappiness_SUBST,1
charly_SUBST,2
re-issue_SUBST,5
anti-rock_ADJ,1
thin-ness_SUBST,1
synthpop_VERB,1
moyet_VERB,1
rubbish'_SUBST,1
sledge_SUBST,69
faustus_SUBST,9
trivialize_VERB,3
art-pop_SUBST,1
caterwauler_SUBST,1
mekon_SUBST,1
dejection_SUBST,3
dis-passionate_ADJ,1
bloodlet_SUBST,1
plumply_ADV,1
totalitarian_SUBST,2
howlingly_SUBST,1
over-stress_VERB,3
gnawing_ADJ,3
passion-merchant_SUBST,1
tear-jerk_ADJ,1
communicating_SUBST,7
hypersexuality_SUBST,1
unmoor_VERB,1
zapp_SUBST,26
vocoder_SUBST,1
catharsis_SUBST,3
popster_SUBST,4
dexterity_SUBST,4
musclebound_SUBST,1
deviancy_SUBST,3
tear-blob_SUBST,1
band/live/ferry_SUBST,1
soulful_SUBST,1
tear-stained_ADJ,3
all-prevailing_SUBST,1
jelly-like_ADJ,2
starving_SUBST,6
un-body_SUBST,1
inhumanity_SUBST,16
ostrich-head-in-sand_ADJ,1
soul-less_ADJ,1
ground-less_ADV,1
dis-corporation_ADJ,1
tashan_SUBST,2
twelve-inch_ADJ,1
anti-soul_SUBST,2
chirico_SUBST,2
money'_SUBST,1
totalitarian'_SUBST,1
twice-cooked_SUBST,1
soul-cialism_SUBST,2
clarion_SUBST,4
meta-music_ADJ,1
workout_VERB,1
lam_VERB,1
dexy's-clone_SUBST,1
killjoy_SUBST,3
privileging_SUBST,2
micro-fascism_SUBST,1
vision/version_SUBST,1
agit_SUBST,1
unembarrassing_SUBST,1
pleasure-in-itself_PRON,1
agit-popper_SUBST,2
cancerous_ADJ,5
solipsistic_ADJ,4
continence_SUBST,6
zoot_SUBST,3
quiff_SUBST,3
weejun_SUBST,1
burberry_SUBST,2
45s_ADJ,2
18–30_UNC,74
tassled_ADJ,2
winklepicker_SUBST,2
subcultural_ADJ,3
hebdige_SUBST,2
micro-resistance_SUBST,1
geographically-proximate_ADJ,1
rastafarian_ADJ,1
sanitized_ADJ,4
timmy_SUBST,2
bambatta_SUBST,1
unsoundness_SUBST,2
anti-egalitarian_ADJ,1
street-cred_ADJ,1
playsafe_SUBST,1
shun_SUBST,3
rah_SUBST,1
young'_ADJ,1
wise_VERB,1
lwr_SUBST,1
loathsome_ADJ,15
jazzfunk_VERB,1
jazzer_SUBST,1
semi-fluency_SUBST,1
anti-rockism_SUBST,1
smithers-jones_SUBST,1
winebar_SUBST,1
nouveau-riche_ADJ,1
britfunk_SUBST,1
pastich_VERB,1
jazz-funk_ADJ,1
streetsounds_SUBST,1
mind-lessening_ADJ,1
naffness_SUBST,2
giscombe_SUBST,1
songcraft_VERB,1
remotivate_VERB,3
nite_SUBST,1
holland-dozier-holland_SUBST,1
sneaking_ADJ,5
unvoluptuous_ADJ,1
streetfight_VERB,1
chiding_ADJ,1
utopianism_SUBST,6
de-jected_ADJ,1
britpop_VERB,1
vulgarize_VERB,2
bastardize_VERB,1
thomases_SUBST,2
coarsen_SUBST,1
fortitude-in-adversity_ADJ,1
self-pity_ADJ,1
vicarish_ADJ,1
cooing_SUBST,2
radox_SUBST,1
sententious_ADJ,4
with-the-one-saxophone-tacked-on_UNC,1
1985–7_UNC,1
well-adjusted_SUBST,1
induct_VERB,1
ludicrousness_SUBST,3
maladjusted_ADJ,1
loopy_ADJ,4
melodramatized_ADJ,1
middlebrow_SUBST,2
microdisney_SUBST,3
y'know_VERB,1
pensiveness_SUBST,1
prog_VERB,1
prog_SUBST,1
loosemindedness_SUBST,1
narcissism/doubt_SUBST,1
altruism/commitment_SUBST,1
power-orientated_ADJ,1
bacharach_SUBST,1
scruffiness_SUBST,3
smoothy_SUBST,2
jet_VERB,6
biondolillo_SUBST,1
arranger_VERB,1
pick'n'mix_VERB,2
retro-nuevo_SUBST,1
futurism_SUBST,7
anti-metropolis_ADJ,1
cheapskate_SUBST,2
shoddiness_SUBST,2
soul/jazz_SUBST,1
soul-blaring_ADJ,1
ego-trip_ADJ,1
well-turned_ADJ,2
lyricist_SUBST,5
sussed_ADJ,1
teenpop_SUBST,1
abrasively_ADV,2
succinctness_SUBST,2
muso_SUBST,2
post-postcard_ADJ,1
janglepop_SUBST,1
anti-lush_ADJ,1
expensiveness_SUBST,1
un-ironic_ADJ,1
strength'_SUBST,1
over-estimate_VERB,9
-reading_ADJ,1
idolatory_ADJ,2
pseudo-satisfaction_SUBST,1
lust_VERB,3
terrain._SUBST,1
unwithered_ADJ,1
untrivialized_ADJ,1
sugared_ADJ,2
ex-_ADJ,1
crit_SUBST,2
loss-of-self_SUBST,1
class-_ADJ,1
over-orderly_ADJ,1
good'n'proper_SUBST,1
broad-and-loose_ADJ,1
rapture_VERB,1
clench_SUBST,2
baudrillard-influenced_ADJ,1
baudrillard_SUBST,6
re-energize_VERB,2
entryism_SUBST,3
élitism_UNC,2
scritti_SUBST,8
politti_SUBST,4
schizoid_ADJ,3
iconography/mythology_SUBST,1
much-parroted_ADJ,1
pension_VERB,5
kitchenware_SUBST,5
bourgie_SUBST,2
holdin'_SUBST,1
value-in-itself_PRON,1
up-turning_SUBST,1
topsy-turviness_ADJ,1
vaporization_SUBST,1
mor_SUBST,7
over-privileging_SUBST,1
subordinate_VERB,18
un-easy_ADJ,1
cathal_SUBST,1
coughlan_SUBST,1
undecodable_ADJ,1
m.a.r.r.s._SUBST,1
soulfulness_SUBST,1
quo_SUBST,2
mediocracy_SUBST,1
well-grounded_ADJ,3
infiltrator_SUBST,2
armpit_SUBST,9
dn_SUBST,1
situationist_ADJ,32
wow_INTERJ,13
third-generation_ADJ,4
colourqu_ADJ,1
hyperstimulus_SUBST,1
flabby-faced_ADJ,2
whisper'_SUBST,1
colourmotion_SUBST,2
bleached-out_ADJ,1
ironist_SUBST,2
lip-first_ADJ,1
assertiveness_SUBST,12
hi-impact_ADJ,1
multi-sensory_ADJ,1
transvision_SUBST,4
tenth-hand_ADJ,1
situationism_SUBST,3
reappropriation_SUBST,1
cinepop_SUBST,1
plunder_SUBST,4
shopworn_ADJ,1
irreverence_SUBST,5
boisterousness_SUBST,1
westworld_SUBST,1
trash-heap_SUBST,1
cheek_VERB,1
commingle_VERB,2
ignominiously_ADV,5
underachiever_VERB,1
malinger_VERB,2
pro-product_ADJ,1
anti-celebrity_SUBST,1
namecheck_VERB,1
giorgia_SUBST,1
listenable_ADJ,1
nakedly_ADV,1
self-adoring_SUBST,1
byrdsong_SUBST,1
knopfler_SUBST,7
climie_SUBST,1
blipvert_SUBST,1
hi-nrg_SUBST,1
aiken_SUBST,6
unmediated_ADJ,3
totp_SUBST,1
over-25s_ADJ,1
psychogeographic_SUBST,1
stagemanage_VERB,2
foregrounding_SUBST,1
carnality_SUBST,3
pitchfork_SUBST,3
imbecility_SUBST,3
immersion-in-myth_SUBST,1
inauthenticity_SUBST,5
soul-deep_SUBST,1
song-title_SUBST,1
allure_SUBST,12
non-sensical_ADJ,1
pop-learning_SUBST,1
untranscribable_ADJ,1
unequally-bestowed_ADJ,1
fruitious_ADJ,1
sinewy_ADJ,6
self-salesmanship_SUBST,1
lambast_SUBST,1
re-emergency_SUBST,1
holler_SUBST,2
unknowingness_SUBST,1
pixies_SUBST,1
unblinking_ADJ,3
ever-receding_ADJ,2
straighttalk_VERB,1
wholesomeness_SUBST,6
anti-irony_SUBST,1
dumbfoundedness_SUBST,1
schematic_SUBST,1
over-determine_VERB,2
re-mystification_SUBST,2
supercession_SUBST,1
glut_SUBST,6
overlit_ADJ,1
centred_ADJ,2
plutonic_ADJ,1
unstirred_ADJ,2
shockable_ADJ,1
dullard_SUBST,2
perceptual_ADJ,13
bricolage_SUBST,1
mediatize_VERB,1
squitbrit_SUBST,1
crashdown_SUBST,1
anti-matter_SUBST,2
pop-funk_SUBST,1
shod_ADJ,3
sixpack_SUBST,1
watanabe_SUBST,2
chump_SUBST,2
punt_VERB,4
share-option_ADJ,1
share-ownership_SUBST,6
cocaine-using_ADJ,1
fatherless_ADJ,3
black-right_SUBST,1
reversing_SUBST,4
single-parent_ADJ,2
21–23_UNC,2
preferment_SUBST,3
anti-affirmative-action_ADJ,1
degree-ceremony_SUBST,1
japanese-american_SUBST,4
intern_VERB,15
speeding_SUBST,1
lyndon_SUBST,6
18-hour_ADJ,4
whopper_SUBST,1
get-away-from-it-all_ADJ,2
get-away-from-only-a-bit-of-it_UNC,1
telecommute_VERB,1
tahiti_SUBST,1
surf-swept_ADJ,1
enrico_SUBST,4
mattei_SUBST,1
twos_ADJ,6
stormont-based_ADJ,1
unattractiveness_SUBST,1
civil-war_ADJ,1
favour-mongering_SUBST,1
strike-free_ADJ,1
persian_SUBST,5
sheikhdom_SUBST,2
proselytising_ADJ,1
ex-champion_SUBST,2
ex-enemy_ADJ,1
bahrain_SUBST,4
counterweight_SUBST,6
cold-weather_ADJ,3
water-usage_SUBST,1
dodds-parker_SUBST,1
iranian-american_ADJ,1
unfolding_SUBST,18
ezrapour_SUBST,1
"1,619_ADJ",1
"3,000-year-old_UNC",1
sofronis_SUBST,1
clerides_SUBST,1
yellow-ribbon_ADJ,1
gettleman_SUBST,1
ribbon-wearing_SUBST,1
ford-john_SUBST,1
hamill_SUBST,3
berner_SUBST,3
trochaic_ADJ,1
rhyming_ADJ,3
hankie_SUBST,3
'round_VERB,1
heinlein_SUBST,2
frequent-flier_ADJ,2
gas-merchant_ADJ,1
600m_SUBST,1
$740m-2.2_SUBST,1
eurogas_SUBST,1
acre-feet_SUBST,1
acre-foot_SUBST,1
"326,000_ADJ",1
"271,000_ADJ",1
batista_SUBST,12
trujillo_SUBST,1
bagasse_SUBST,1
bagasse-based_ADJ,1
seppo_SUBST,1
raisanen_SUBST,1
vote-gathering_ADJ,1
fear-mongering_ADJ,1
minde_SUBST,1
punitive-damage_SUBST,1
syverud_SUBST,1
caruso_SUBST,3
s.p.k._SUBST,1
veseth_SUBST,4
$29.95_SUBST,1
1420s_ADJ,1
bardi_SUBST,1
weidenfeld_VERB,2
write-up_SUBST,3
peace-feeler_SUBST,1
nazism_SUBST,28
vacuume_VERB,6
newly-available_ADJ,1
damascene_SUBST,2
24th–25th_UNC,1
doublespeak_SUBST,2
sub-statesman_SUBST,1
acquit_SUBST,1
chamberlainite_ADJ,2
highly-coloured_ADJ,2
boschian_ADJ,1
depravity_SUBST,1
peebles_SUBST,4
big-studio_ADJ,1
d.w._SUBST,2
postbellum_SUBST,1
père_UNC,2
now-classic_ADJ,1
watermelon_SUBST,9
sweetback_SUBST,1
baadasses_SUBST,1
picaresque_ADJ,2
decade-long_ADJ,2
blacksploitation_SUBST,1
low-budget_SUBST,2
$25m-40m_SUBST,1
black-owned_ADJ,1
black-directed_ADJ,1
kingdon_SUBST,4
agwantibo_SUBST,1
namaqua_SUBST,1
explorer-naturalist_SUBST,1
cameroon_SUBST,6
groundsel_SUBST,6
veld_VERB,1
kilimanjaro_SUBST,5
island-like_ADJ,1
turkana_SUBST,2
seychelles_SUBST,3
serengeti_SUBST,4
overbye_SUBST,6
sandage_SUBST,5
anointed_ADJ,3
doppler_SUBST,4
finicky_ADJ,4
red-shift_SUBST,1
doppler-shifted_ADJ,1
lydian_ADJ,7
archaemenid_ADJ,1
anatolian_ADJ,1
600–500_UNC,1
1960–66_UNC,1
ushak_SUBST,1
herrick_SUBST,3
maurer_SUBST,4
$2.75m_SUBST,1
quedlinburg_SUBST,1
quasi-governmental_ADJ,4
rappeneau_SUBST,1
turkish-speaking_ADJ,1
Gérard_UNC,5
larger-than-screen_ADJ,1
feminist-puritanical_ADJ,1
cabal_SUBST,4
falstaffian_ADJ,1
berri_SUBST,1
uranus_SUBST,1
Châteauroux_UNC,1
rabelais_SUBST,4
street-to-screen_ADJ,1
scruffy-haired_ADJ,1
blier_SUBST,1
half-drunk_ADJ,2
oscarless_SUBST,1
scandal-monger_SUBST,1
morel_SUBST,20
motorcade_SUBST,8
charlevoix_SUBST,1
fungally_ADV,1
rattlesnake_SUBST,4
caviar_VERB,1
souffléd_UNC,1
sautéd_UNC,1
forest-floor_ADJ,2
morel-mushroom_ADJ,1
lonik_SUBST,2
duck-_SUBST,1
deer-hunter_SUBST,1
breidenstein_SUBST,1
meswick_SUBST,1
fresh-picked_ADJ,1
$15–20_UNC,1
morchella_SUBST,1
neogen_SUBST,2
lansing_SUBST,3
alfalfa_SUBST,5
refil_VERB,5
reflood_VERB,1
boreas_SUBST,1
jfk_SUBST,2
depository_SUBST,3
pennebaker_SUBST,1
early-1960s_ADJ,2
glass-encased_ADJ,1
anti-kennedy_ADJ,1
good_ADV,8
multi-billion-dollar_ADJ,1
s&l_UNC,4
affordable-housing_ADJ,4
"$67,500_SUBST",1
two-storey_SUBST,1
"2,728_ADJ",1
90-day_ADJ,4
sealed-bid_ADJ,1
642_ADJ,2
non-profit_ADJ,4
clearing-house_SUBST,2
boarded-up_ADJ,2
chattahoochee_SUBST,6
canoeist_SUBST,4
three-state_ADJ,1
529m_SUBST,1
lanier_SUBST,1
apalachicola_SUBST,1
"680,000_ADJ",1
$127_SUBST,1
closed-door_ADJ,2
deviously_ADV,1
headwater_SUBST,4
showery_ADJ,1
lawn-sprinkling_SUBST,1
navigable_ADJ,5
drought-proof_ADJ,1
bus-load_SUBST,1
sumption_SUBST,1
water-development_ADJ,1
epa_SUBST,10
unco-ordinated_ADJ,5
low-damage_ADJ,1
high-publicity_ADJ,1
non-problem_SUBST,1
health-related_SUBST,1
cancer-prevention_ADJ,1
microscopically_ADV,2
2–3%_UNC,4
over-enthusiasm_SUBST,1
deregulator_SUBST,1
emissions-trading_SUBST,1
sulphur-dioxide_ADJ,1
get-the-government-off-our-backs_UNC,1
taxophobia_SUBST,1
clean-water_ADJ,1
leach_VERB,16
fuel-economy_ADJ,2
reverend_ADJ,1
city-council_ADJ,1
lewellen_SUBST,1
schoemel_SUBST,1
virvus_SUBST,1
supremacist_SUBST,2
school-desegregation_ADJ,2
buse_VERB,3
anti-busing_ADJ,1
school-board_ADJ,1
head-scratching_SUBST,1
two-plus-four_ADJ,6
farm-reform_SUBST,1
self-absorption_SUBST,3
feebl_ADJ,4
germanophile_SUBST,1
anti-german_ADJ,5
angst-ridden_ADJ,1
german-american_ADJ,2
soviet-polish_ADJ,1
formed_ADJ,1
martinique_SUBST,2
kuriles_SUBST,1
$26_SUBST,2
ichiro_SUBST,5
shikotan_SUBST,2
habomai_ADJ,1
etorofu_SUBST,1
kunashiri_SUBST,1
habomai_SUBST,1
export-import_SUBST,1
reimburse_VERB,10
sakhalin_SUBST,1
repatriating_ADJ,1
$5.9_SUBST,1
gaishi_SUBST,1
hiraiwa_SUBST,1
keidanren_SUBST,1
rokuro_SUBST,1
ishikawa_SUBST,1
koreas_SUBST,1
asean_ADJ,2
pyongyang_SUBST,5
kanemaru_SUBST,3
dollars15m_UNC,1
$7.2m_SUBST,1
zulfikar_SUBST,1
foreign-currency_ADJ,3
0.14%_UNC,1
sartaj_SUBST,1
plaudit_VERB,1
third-high_ADJ,1
844m_SUBST,1
2.22%_UNC,1
100-rupee_SUBST,1
52%_SUBST,5
kerala_SUBST,13
malay_SUBST,6
$1.6m_SUBST,1
48.3%_UNC,1
1977–78_UNC,2
29.2%_UNC,1
1987–88_UNC,5
250m_SUBST,3
trickle-down_SUBST,1
anti-poverty_ADJ,6
income-earning_ADJ,1
durable_VERB,1
non-congress_ADJ,3
$350m_SUBST,3
old-master_ADJ,1
growth-seeking_ADJ,1
notionally_ADV,6
macro-control_SUBST,3
yangtze_SUBST,14
yuan_SUBST,5
$2.9_SUBST,1
disbursed_ADJ,1
bingqian_ADJ,1
hegemonist_SUBST,1
benin_SUBST,10
moussa_SUBST,1
Traoré_UNC,4
bamako_SUBST,1
Kérékou_UNC,6
dahomey_SUBST,1
Nicéphore_UNC,2
soglo_SUBST,4
ex-colony_SUBST,2
damagingly_ADV,4
french-speaking_ADJ,10
togo_SUBST,5
misrule_SUBST,10
masterless_ADJ,5
anti-democrat_SUBST,1
readmission_SUBST,1
carrard_SUBST,1
nocsa_SUBST,2
ramsamy_SUBST,2
afrikaner_SUBST,4
sharpeville_SUBST,1
daveyton_SUBST,1
intra-black_ADJ,1
gaviria_SUBST,6
balkanised_ADJ,1
horacio_SUBST,3
serpa_SUBST,1
under-the-table_ADJ,1
state-of-siege_ADJ,1
d'état_UNC,5
navarro_SUBST,1
farc_SUBST,1
small-arm_SUBST,1
yemeni_SUBST,2
hit-team_SUBST,1
saad_SUBST,2
kuwaiti-commissioned_ADJ,1
kroll_SUBST,6
gumshoe_SUBST,1
$2.4_SUBST,2
iraqi-controlled_ADJ,1
barzan_SUBST,1
saddam-controlled_ADJ,1
panama-based_ADJ,1
arms-procurement_ADJ,1
anees_SUBST,1
dragnet_SUBST,1
pkk_SUBST,11
ocalan_SUBST,3
bekaa_SUBST,7
jalal_SUBST,2
talabani_SUBST,5
arbil_SUBST,3
mosul_SUBST,5
rebel-held_ADJ,6
zakho_SUBST,4
dahuk_SUBST,1
peshmerga_SUBST,3
dahuk_VERB,1
baath_SUBST,3
peacefire_SUBST,1
weapons-grade_ADJ,2
under-secretary-general_SUBST,1
non-permanent_ADJ,4
degreesc_SUBST,1
18–36_UNC,1
degreesf_SUBST,1
unburnt_VERB,1
smog_VERB,3
ahmadi_SUBST,1
200km_SUBST,2
2.5m-3m_ADJ,1
7m-barrel_ADJ,1
dugong_SUBST,2
"10,000–20,000_UNC",1
four-nation_ADJ,1
export-led_ADJ,2
tariff-cutting_ADJ,1
$1.35_SUBST,1
"1,800%_SUBST",1
"1,344%_SUBST",1
129%_SUBST,1
lacalle_SUBST,1
carla_SUBST,9
maghreb_SUBST,6
tunisian_SUBST,4
maghrebis_SUBST,1
tricolor_SUBST,5
30-nation_ADJ,1
politique_ADJ,1
arabe_SUBST,2
fis_SUBST,8
rachid_SUBST,1
ghannouchi_SUBST,1
abdelfattah_SUBST,1
mourou_SUBST,2
graffiti-writing_SUBST,1
kirkuk_SUBST,7
jash_SUBST,1
ottoman_ADJ,8
Sèvres_UNC,2
vilayet_SUBST,2
mosul_VERB,1
1974–75_UNC,2
40-odd_ADJ,3
balkans_SUBST,6
winding-up_SUBST,10
adieu_SUBST,1
kutuzov_SUBST,1
de-sovietise_VERB,1
tous-azimuth_SUBST,1
officer-training_ADJ,1
cog_VERB,2
joint-purchasing_ADJ,1
half-recruit_SUBST,1
half-volunteer_ADJ,1
lajos_SUBST,7
dienstbier_SUBST,9
pentagonale_SUBST,1
east-central_ADJ,1
"346,000_ADJ",1
coke_VERB,3
metal-making_ADJ,1
economy-halting_ADJ,1
nursultan_SUBST,1
nazarbaev_SUBST,1
£42_UNC,4
$75_SUBST,2
ikea_SUBST,2
gold-rush_ADJ,1
36m_SUBST,1
cracow_SUBST,2
expense-account-friendly_ADJ,1
well-laid_ADJ,3
hand-typed_ADJ,1
foreign-trade_ADJ,3
unreforming_ADJ,1
fse_SUBST,1
ece_SUBST,14
eme_SUBST,1
fast-reforming_ADJ,1
franco-dutch_ADJ,1
central-bank_SUBST,1
finance-ministry_ADJ,1
entablature_SUBST,1
broek_SUBST,3
inter-governmentalism_SUBST,1
summiteer_SUBST,3
fouchet_SUBST,3
supernational_ADJ,1
abusively_ADV,1
superstate_SUBST,5
gaullist_SUBST,2
quasi-treaty_SUBST,1
legge_SUBST,29
high-readiness_ADJ,1
european-american_ADJ,2
out-of-area_ADJ,2
nine-member_ADJ,1
cossiga_SUBST,16
l'espresso_SUBST,1
hangdog_SUBST,3
leoluca_SUBST,5
ex-mayor_SUBST,2
palermo_SUBST,17
manic-depressive_ADJ,2
gladio_SUBST,3
p2_UNC,3
five-party_ADJ,2
bettino_SUBST,5
craxi_SUBST,8
fourth-term_ADJ,2
£192m_UNC,2
$377m_SUBST,2
$275_SUBST,1
1979–89_UNC,2
car-theft_SUBST,1
cataract_VERB,1
guitar-strummed_ADJ,1
pentecostalism_SUBST,1
wimber_SUBST,1
guitar-strummer_SUBST,2
"108,000_ADJ",1
evangelising_SUBST,1
open-necked_ADJ,3
middle-of-the-roader_SUBST,1
pro-woman_SUBST,1
anti-homosexual_ADJ,2
self-governing_SUBST,2
harrumphing_SUBST,2
social-market_ADJ,1
tub-thumping_ADJ,2
budget-holder_SUBST,1
lurchingly_ADV,1
adley_SUBST,6
appetising_ADJ,6
pre-1948_ADJ,1
trans-europe_ADJ,1
speedlink_SUBST,14
wagonload_SUBST,11
charterail_SUBST,1
lorry-and-train_ADJ,1
inter-city_SUBST,7
$875m_SUBST,1
rolling-stock_SUBST,4
sub-regional_ADJ,1
stockton-darlington_SUBST,1
track-owner_SUBST,1
signalling_SUBST,40
computers-in-the-cab_SUBST,1
customer-minded_ADJ,1
profit-linked_ADJ,1
civil-service_ADJ,4
post-coup_ADJ,1
ditherer_SUBST,1
dithering_ADJ,2
Mendès-France_UNC,1
choose'_VERB,1
local-tax_ADJ,1
whip-cracking_ADJ,1
weary_VERB,2
wisdom-tooth_ADJ,1
labourish_ADJ,2
eyebrow-raiser_SUBST,1
home-buyer_SUBST,2
house-purchase_SUBST,1
whinny_VERB,4
bookmaking_ADJ,2
horserace_SUBST,2
whelk_SUBST,3
better-sized_ADJ,1
home-affair_SUBST,2
racehorse_VERB,3
zetland_SUBST,1
"$13,000_SUBST",1
glenleisure_SUBST,1
wage-slave_SUBST,1
stable-lad_SUBST,2
sybaritic_ADJ,3
"4,900_ADJ",1
"16,400_ADJ",1
"10,650_ADJ",1
"£1,640_UNC",1
"£2,700_UNC",3
"£34,000_UNC",3
satellite-television_ADJ,2
uncommercial_ADJ,3
portaloo_SUBST,1
off-course_ADJ,5
four-horse_SUBST,1
fairhaven_SUBST,1
on-course_SUBST,1
bookmake_VERB,3
boundary-less_ADV,1
over-manage_VERB,1
under-le_VERB,1
ge_SUBST,43
irish-american_SUBST,2
$26.8_SUBST,1
$58.4_SUBST,1
$4.3_SUBST,2
"410,000_ADJ",1
boundary-less_ADJ,4
deal-maker_SUBST,2
locomotive-manufacturing_ADJ,1
much-ballyhooed_ADJ,2
fortune-500_ADJ,1
national-television_ADJ,1
medical-diagnostic_ADJ,1
near-bank_SUBST,1
electrolux_SUBST,5
billion-worth_ADJ,7
borg-warner_SUBST,2
tungsram_SUBST,6
4.4%_UNC,4
traumatise_VERB,4
job-for-life_ADJ,1
job-placement_ADJ,1
retrain_VERB,6
command-and-control_ADJ,2
anti-bureaucratic_ADJ,1
white-collared_ADJ,1
not-invented-here_ADV,1
best-practice_SUBST,2
management-consultancy_ADJ,1
new-product_ADJ,1
crotonville_SUBST,1
management-development_ADJ,1
19-member_ADJ,1
$15.4_SUBST,1
"298,000_ADJ",1
"374,000_ADJ",1
"367,000_ADJ",1
112-year-old_ADJ,1
emi_SUBST,52
tenfold_ADV,9
civil-aircraft_ADJ,1
f-15j_UNC,1
p-3c_UNC,1
fsx_SUBST,4
support-fighter_SUBST,1
airframe_SUBST,8
777_ADJ,8
a321_UNC,2
landing-gear_ADJ,1
toray_VERB,1
carbon-fibre_ADJ,6
industrie_UNC,3
concorde-replacement_ADJ,1
pie-in-the-sky_ADJ,1
dazzlement_SUBST,1
gas-burning_ADJ,1
common-carrier_ADJ,2
internal-distribution_ADJ,1
enel_SUBST,1
"13,000mw_SUBST",1
gas-fired_ADJ,5
edf_SUBST,1
framatome_SUBST,1
nuclear-reactor_ADJ,1
900mw_SUBST,1
hypocrite_SUBST,20
out-of-state_ADJ,3
market-sharing_ADJ,1
coffee-market_SUBST,1
insider-trading_ADJ,4
43m_SUBST,1
60kg_SUBST,2
70m_SUBST,2
16.5m_SUBST,2
precipitously_ADV,3
coffee-future_SUBST,1
second-big_ADJ,5
$45m_SUBST,1
jaffe_SUBST,1
recently-assembled_ADJ,1
money-losing_ADJ,2
profit-and-loss_ADJ,1
$112m_SUBST,1
solo_ADJ,3
home-video_SUBST,1
l.a._SUBST,1
$670m_SUBST,1
idg_SUBST,11
market-researcher_SUBST,1
$431m_SUBST,1
ad-space_ADJ,1
chellew_SUBST,1
ziff_VERB,1
idg_VERB,1
infoworld_SUBST,1
pc-training_ADJ,1
computer-training_SUBST,1
confucius_SUBST,7
chintzy_ADJ,3
tycoonski_SUBST,1
wprost_VERB,1
piasecka-johnson_SUBST,1
$550m_SUBST,1
fibak_SUBST,1
professional-tennis_ADJ,1
buchner_SUBST,3
import-export_ADJ,2
aleksander_SUBST,1
gawronik_SUBST,1
poznanski_SUBST,1
stoklosa_SUBST,1
animal-waste-rendering_ADJ,1
clothing-manufacturer_SUBST,1
prasniewski_SUBST,1
mieczyslaw_SUBST,2
wilczek_SUBST,2
meat-packer_SUBST,1
ex-bureaucrat_SUBST,1
ireneusz_SUBST,1
sekula_SUBST,2
pol-nippon_SUBST,1
polish-japanese_ADJ,1
vice-premier_ADJ,2
lekszton_SUBST,2
gdynia-based_ADJ,1
el-gaz_SUBST,1
anti-capitalist_ADJ,1
stolarska_SUBST,1
rich-list_SUBST,1
invisible_SUBST,3
billion-30_ADJ,1
£4.1_UNC,2
3.0%_UNC,2
shrinking_SUBST,4
deanne_SUBST,2
intra-firm_ADJ,1
$144_SUBST,1
$57_SUBST,2
waltons_SUBST,3
household-related_ADJ,1
baby-boomerang_SUBST,1
hokenson_SUBST,1
lufkin_SUBST,2
jenrette_SUBST,2
dogfood_SUBST,1
5.5%_UNC,8
11.8%_UNC,2
330%_SUBST,1
¥14_UNC,1
shoko_SUBST,1
mdi_ADJ,2
23-fold_ADJ,1
¥931_UNC,1
overborrowed_ADJ,1
non-performing_SUBST,1
¥1_UNC,2
azabu_SUBST,1
¥200_UNC,2
itoman_SUBST,1
¥80_UNC,1
¥1.3_UNC,1
¥150_UNC,2
"¥2,000_UNC",1
residential-apartment_ADJ,1
daikyo_SUBST,1
apartment-block_ADJ,1
0.2%_UNC,4
85m_SUBST,1
7.9m_SUBST,1
87%_SUBST,2
fast-multiplying_ADJ,1
"¥5,000_UNC",1
front-ranking_ADJ,1
30–40%_UNC,2
moneyman_SUBST,4
mid-1991_ADJ,3
basle.the_SUBST,1
Neuchâtel_UNC,1
open-outcry_ADJ,1
soffex_SUBST,2
sfr35m_UNC,2
company-law_SUBST,1
Nestlé_UNC,6
non-registration_SUBST,2
swiss-owned_SUBST,1
pension-fund_ADJ,9
sfr6_UNC,1
vontobel_SUBST,1
sfr2_UNC,1
ecus-worth_ADJ,1
$850_SUBST,6
higher-risk_ADJ,1
sponsoring_ADJ,3
s&p_UNC,19
fitch_SUBST,4
ibca_SUBST,6
decade-old_ADJ,1
credit-rater_SUBST,3
unrated_ADJ,1
credulous_ADJ,4
needed_ADJ,4
asset-backed_ADJ,4
rater_SUBST,3
money-market_ADJ,3
low-rated_ADJ,2
$1.1_SUBST,3
$38m_SUBST,1
upgraded_ADJ,5
second-tier_ADJ,2
monro-davies_SUBST,1
fitch_VERB,1
triple-as_CONJ,1
adef_UNC,1
euro-commercial_ADJ,1
investment-grade_ADJ,5
manville_SUBST,1
single-a_ADJ,1
asbestosis_SUBST,5
dfc_SUBST,4
mcgraw-hill_SUBST,1
money-centre_ADJ,8
super-regional_ADJ,4
slowing_SUBST,5
non-performing_ADJ,7
regional_SUBST,4
banc_SUBST,12
wachovia_SUBST,1
nbd_SUBST,2
bancorp_SUBST,8
regionals_SUBST,1
bond-raider_SUBST,1
active-issue_SUBST,1
tonka_SUBST,3
16.5%_UNC,2
macy_SUBST,5
southland_SUBST,5
rjr_SUBST,10
2007_ADJ,3
hasbro_SUBST,3
jovanovich_SUBST,1
morningstar_SUBST,2
